,trial,listener,imitator,imitated_sound,rated_sound,rating,duplicate_flag,Random,Heuristic,CAEBOriginal,CAEB,CAE,CAESL,CAEDL,CAESDL
754,5.0,21.0,9.0,14.0,14.0,29.0,0.0,0.7746527721824329,0.3019225876174127,0.3437069600472498,0.4448795289023152,0.48667205124068935,0.3967182357459748,0.46675903161213966,0.41060681820191336
755,5.0,21.0,9.0,14.0,17.0,20.0,0.0,0.5262673653873446,0.26649356674943775,0.5135732833708502,0.5969190911812494,0.6352262037390799,0.5489592415851456,0.6379978969156578,0.6752551254836583
756,5.0,21.0,9.0,14.0,16.0,23.0,0.0,0.6942867661681337,0.26914861505010745,0.5313122883927747,0.5952746921510659,0.6436033004754571,0.5242763027423424,0.633499988567235,0.6816672963608313
757,6.0,21.0,8.0,16.0,13.0,9.0,0.0,0.3119315496433705,0.18443513754952479,0.19130171417749323,0.1406933192091364,0.1391770582784398,0.1917498608549176,0.22107911963354177,0.2059170256155215
758,6.0,21.0,8.0,16.0,12.0,9.0,0.0,0.29156897229778983,0.2880267020276573,0.28489008797109816,0.17104355900023707,0.19103012865273394,0.17727725439541084,0.2054950019762351,0.1931931037709822
759,6.0,21.0,8.0,16.0,15.0,12.0,0.0,0.5868389929617943,0.080785151971949,0.12411980138204974,0.11087230097614241,0.0734364162825284,0.07008202481651306,0.1095699524614743,0.1231027288325649
760,6.0,21.0,8.0,16.0,14.0,5.0,0.0,0.5740121465556027,0.09194460685776372,0.2608322119499105,0.21832735043956628,0.20270782232884157,0.22153674314556704,0.24809889450606645,0.253178322929885
761,6.0,21.0,8.0,16.0,17.0,42.0,0.0,0.3992285948995891,0.13744036086338188,0.31272313395783047,0.23539090656975764,0.2633761730343391,0.2356351056744736,0.2762824636084202,0.25050366426369547
762,6.0,21.0,8.0,16.0,16.0,42.0,0.0,0.5388184944770618,0.06171212033621651,0.19653755168221065,0.13449394358187472,0.12197090594561273,0.12655948586405918,0.16335362603752343,0.16833228141457757
763,7.0,21.0,1.0,12.0,13.0,40.0,0.0,0.753948920457361,0.1759638479051424,0.3133353569815668,0.3312005437063801,0.3505495224473479,0.29795823077657535,0.3435684027773997,0.38289267160176016
764,7.0,21.0,1.0,12.0,12.0,61.0,0.0,0.5265560543249403,0.18782413210213825,0.21134681264583988,0.23102323282127352,0.33127256811467337,0.21279146865507859,0.274683373656514,0.3024782596558045
765,7.0,21.0,1.0,12.0,15.0,30.0,0.0,0.655281143228448,0.17511698083145885,0.2536054791373246,0.27700556941405496,0.3723995227814252,0.26461489272858085,0.3249710369953387,0.3781682864029872
766,7.0,21.0,1.0,12.0,14.0,19.0,0.0,0.3975542590172608,0.30843427998008704,0.2989428795626234,0.2802461189169276,0.3419384848284218,0.2575164011580396,0.33700722060772226,0.34582691593349435
767,7.0,21.0,1.0,12.0,17.0,20.0,0.0,0.5923214414985157,0.1708542948656604,0.4751333410487521,0.5395834485656469,0.5202380556735914,0.43700431310227117,0.5167924180080203,0.5423938226853424
768,7.0,21.0,1.0,12.0,16.0,61.0,0.0,0.6529139343613872,0.17071799267390889,0.43534863958143977,0.49733406851282347,0.5038291332585753,0.42727949433556556,0.4931838263395662,0.5272955481731931
769,8.0,21.0,9.0,15.0,13.0,14.0,0.0,0.15467831135881255,0.15438219711994114,0.43685461704554296,0.3192311584672213,0.37436554599207467,0.328846763069334,0.3992416470041256,0.40795004198899376
770,8.0,21.0,9.0,15.0,12.0,21.0,0.0,0.6382547216520398,0.23918513426877738,0.39283126604747365,0.313343398789133,0.3575184182889012,0.29105647446743343,0.36661325024798214,0.33868688946945047
771,8.0,21.0,9.0,15.0,15.0,14.0,0.0,0.426103923428238,0.18325150268382756,0.5380162475507595,0.4902322500203332,0.5071826619261821,0.4507965258812805,0.5631650058307102,0.5098664349630573
772,8.0,21.0,9.0,15.0,14.0,8.0,0.0,0.3553324332318922,0.28648208600233677,0.29947470904178575,0.31400400921926874,0.343550039008948,0.2855278172844661,0.40249794346334383,0.34597017425357895
773,8.0,21.0,9.0,15.0,17.0,79.0,0.0,0.30058312682128496,0.15411657398746717,0.4426490510754897,0.4159355217762955,0.45834906461393377,0.43174444873786805,0.5012554945324162,0.49660687403490633
774,8.0,21.0,9.0,15.0,16.0,60.0,0.0,0.40932249333769966,0.18556020288622435,0.49798432823335115,0.4307828488683797,0.4831184666737069,0.4179317444592788,0.5162015890454512,0.518628360199898
775,9.0,21.0,3.0,11.0,7.0,15.0,0.0,0.5119068892495556,0.3103749775778365,0.5028851310314285,0.3211679714436221,0.4039836244853149,0.31949028533211504,0.33042375135151614,0.3342678570949577
776,9.0,21.0,3.0,11.0,6.0,12.0,0.0,0.5192589451527873,0.29505167559322615,0.45819112537971607,0.33802927843987446,0.42102082915555933,0.36756570450713694,0.3604738214180331,0.39348440893474923
777,9.0,21.0,3.0,11.0,9.0,25.0,0.0,0.5770672427555815,0.24037376741925373,0.32615744969437477,0.2115853451800377,0.28764137869275813,0.21719317768830712,0.22284347428662268,0.22940737649210444
778,9.0,21.0,3.0,11.0,8.0,18.0,0.0,0.5677005851405349,0.3327786627223219,0.4912316401146323,0.3643336126254836,0.4577359676904733,0.3624099420202295,0.3739573726634967,0.39249101878621256
779,9.0,21.0,3.0,11.0,11.0,38.0,0.0,0.4812286892368792,0.22963070014691236,0.3404170467488385,0.24950845500209934,0.2882849764397408,0.2164984483908196,0.28306025584350397,0.2922193743863462
780,9.0,21.0,3.0,11.0,10.0,30.0,0.0,0.4772459142584992,0.34655093833311296,0.4217126007324761,0.23853308746736668,0.3373134232519015,0.2940034135212232,0.2940655851452451,0.3153819995026691
781,10.0,21.0,10.0,11.0,7.0,11.0,0.0,0.3562566583756226,0.3463013667007397,0.4930516760386879,0.42706109563321715,0.5423817837107207,0.5040349596788636,0.4711384611280546,0.4843354179968811
782,10.0,21.0,10.0,11.0,6.0,14.0,0.0,0.285976919492568,0.3157576269651746,0.5284920458865715,0.3020220106483951,0.4100795806835291,0.3692528801361327,0.346808434767365,0.3619016121329664
783,10.0,21.0,10.0,11.0,9.0,6.0,0.0,0.4455232501329539,0.3696821476816476,0.45290917709483497,0.3864470391645872,0.45269257191708046,0.35661371476250003,0.33951068990748173,0.3640447248104038
784,10.0,21.0,10.0,11.0,8.0,21.0,0.0,0.502550464749454,0.3782940134971779,0.3225089380641895,0.2139092746379291,0.2560931143718405,0.20656032407601732,0.236533802058551,0.2378183685182192
