,trial,listener,imitator,imitated_sound,rated_sound,rating,duplicate_flag,tim,adib,vae,cvae1,cvae2,cvae3,vaeb,cvae1b,cvae2b,cvae3b
1170,14.0,9.0,7.0,5.0,4.0,65.0,0.0,0.3269085470353546,0.7173901882868969,0.6036551164032365,0.5554927810819767,0.39611703476716126,0.44833907626596703,0.7432718836264903,0.9801345134654337,0.9365074689356576,0.941011376875412
1171,15.0,9.0,13.0,10.0,7.0,48.0,0.0,0.3146809043494043,0.34095354471955347,0.33014347551216744,0.38895964900275365,0.36019402405791817,0.37071776536335743,0.4175779543554768,0.3559763110317424,0.3753499846999757,0.3793126202521516
1172,15.0,9.0,13.0,10.0,6.0,0.0,0.0,0.53384739364551,0.22085497569916618,0.35399488139093815,0.39739545194602827,0.39029359564427835,0.4311461355283533,0.4221165976405239,0.2931825460012256,0.300803157305192,0.3061300397845863
1173,15.0,9.0,13.0,10.0,9.0,89.0,0.0,0.5538226684833908,0.20294680390883818,0.3166098606694535,0.3997650133584224,0.2923617043001662,0.4553763576418531,0.2864059909507917,0.33285306581648993,0.33563837334570323,0.22944909440482053
1174,15.0,9.0,13.0,10.0,8.0,0.0,0.0,0.6473991584431806,0.2869756514396652,0.3910809555323244,0.3311776326547882,0.29085829027604243,0.38150194957674605,0.6067675295515386,0.2980191546010493,0.3176680875859461,0.3930316994692286
1175,15.0,9.0,13.0,10.0,11.0,0.0,0.0,0.41891056867559673,0.22915913678608105,0.3522910155792063,0.41053436531007736,0.4770073517625126,0.43860027065897667,0.3768734080867302,0.301959711637979,0.3018696714088687,0.2944359065955068
1176,15.0,9.0,13.0,10.0,10.0,94.0,0.0,0.40035907334231813,0.17050156910198883,0.2869426549654101,0.31577057684123316,0.23660383925375658,0.3564906673763729,0.28305881025119156,0.32123086556558406,0.28815518834985804,0.22505088154871128
1177,16.0,9.0,8.0,9.0,7.0,75.0,0.0,0.23534222563869533,0.2592759265594804,0.48125302794362224,0.44350543280091687,0.5156074673749069,0.6191603834576448,0.5297385402639445,0.530910314674735,0.5031973304749763,0.5434444472267334
1178,16.0,9.0,8.0,9.0,6.0,26.0,0.0,0.2159216065466417,0.3350391792493584,0.36298512426659346,0.34369753432905803,0.37345026690762645,0.3983117878262198,0.4210353164524692,0.41080392938686777,0.35968686129238575,0.46536341820732874
1179,16.0,9.0,8.0,9.0,9.0,73.0,0.0,0.13852190635853306,0.17259116996815752,0.409243621988291,0.27466736993551466,0.46218614199353975,0.342377686235135,0.27893452531703017,0.32464465832374445,0.38984955449147063,0.4381513455605422
1180,16.0,9.0,8.0,9.0,8.0,0.0,0.0,0.32658139997328295,0.28392817757029337,0.30745154140176073,0.3932536603396547,0.383428560762932,0.4683592689714703,0.5598605111363084,0.4132225570992489,0.4231239558184086,0.4343844785623503
1181,16.0,9.0,8.0,9.0,11.0,0.0,0.0,0.25715000747733374,0.2435260048224626,0.37475922611014667,0.2275652450678896,0.2537338658676639,0.27418606942368035,0.3058674815215563,0.3635606817261195,0.3214739798200261,0.34437432660163814
1182,16.0,9.0,8.0,9.0,10.0,66.0,0.0,0.1846706412045904,0.30381744431589675,0.46441450515880434,0.3731277928797475,0.4409696070056939,0.47598483549331005,0.3555589551424407,0.37568944541540744,0.32535443522096025,0.3526353618054083
1183,17.0,9.0,3.0,11.0,7.0,0.0,0.0,0.3502210884587882,0.4510692526071499,0.4855792421319163,0.4774344119812857,0.4749767924312858,0.5137765214237161,0.5691855749493505,0.41642672882156767,0.4886444209146001,0.3912589171839347
1184,17.0,9.0,3.0,11.0,6.0,0.0,0.0,0.3751782966347159,0.37650498071272526,0.5370089158507325,0.3631208632305607,0.3537801025909034,0.43870505325898645,0.6050169693049858,0.4635809634196241,0.508493872357524,0.5329276832940959
1185,17.0,9.0,3.0,11.0,9.0,0.0,0.0,0.35858989033848626,0.19693687961635703,0.6366683676278546,0.27793285971088455,0.44197195164261827,0.3276123323827011,0.36481187370240403,0.36314666400970885,0.35627286038039335,0.35951400603757977
1186,17.0,9.0,3.0,11.0,8.0,0.0,0.0,0.4105595732559847,0.5314326778074636,0.5243461612529444,0.4875410261556516,0.4784240290425361,0.5421306588366763,0.5660442457131744,0.4415378660959183,0.5200536179743872,0.42713307805368317
1187,17.0,9.0,3.0,11.0,11.0,92.0,0.0,0.36555103724380905,0.3168128094855956,0.19149471851247166,0.30474644511872234,0.14757361506672143,0.3141387470744396,0.41727239358945667,0.3166918461932393,0.3688383393575821,0.28487762998700916
1188,17.0,9.0,3.0,11.0,10.0,90.0,0.0,0.48883497753332344,0.2842625170937402,0.3838706931209802,0.40457552198787194,0.3826592525049352,0.38409265809779114,0.428685705305893,0.38095574479745953,0.4023424136490894,0.3646516225775849
1189,18.0,9.0,1.0,16.0,13.0,0.0,0.0,0.3079365236976917,0.14884745762944931,0.41628143080713004,0.4171550335476197,0.351563649399101,0.47895619910879583,0.42912231685822083,0.36298674898260347,0.39092253789597525,0.45753507535419696
1190,18.0,9.0,1.0,16.0,12.0,0.0,0.0,0.34334594033229254,0.16997936986149528,0.501450971028222,0.432252127085309,0.4525510209683334,0.4998288816475126,0.3271831312766797,0.2932833760579864,0.32897903360970543,0.42548737177174
1191,18.0,9.0,1.0,16.0,15.0,0.0,0.0,0.3496239354356863,0.21150345437896848,0.46388745779877194,0.44426936132560607,0.3635950102217606,0.5187760914223347,0.2785846451498187,0.31090477810204026,0.31558576540049665,0.4160979247105513
1192,18.0,9.0,1.0,16.0,14.0,0.0,0.0,0.458593773373384,0.22352893029329277,0.592021571330261,0.5038967281099213,0.5349912769185838,0.6012047096278362,0.598475425689134,0.4649750701851704,0.4693158888252954,0.5463692123832193
1193,18.0,9.0,1.0,16.0,17.0,88.0,0.0,0.21244700809383163,0.23237435161226186,0.38871402490898616,0.26675459124774664,0.1939518001717168,0.27953100651456364,0.4280799694226052,0.335474796559563,0.3615263929190971,0.34535946818951935
1194,18.0,9.0,1.0,16.0,16.0,0.0,0.0,0.21645061077718467,0.20697937774716077,0.3963372842903957,0.4729783220047736,0.3030631932077444,0.4499556082624239,0.3716236347643384,0.3748417066998438,0.3702424077704639,0.4462812129712845
1195,19.0,9.0,0.0,14.0,13.0,75.0,0.0,0.4221667891175677,0.1923570162645209,0.25603568828812534,0.25013571119266087,0.475463657304222,0.3185545283015754,0.33252980887627565,0.30834233135236977,0.3532595981347037,0.34498169802989836
1196,19.0,9.0,0.0,14.0,12.0,70.0,0.0,0.28068227464827156,0.19274891955937357,0.08976606680309077,0.1594498596366346,0.4329225095026142,0.1900132847944966,0.21840839801788117,0.24070725580228403,0.25339847331148757,0.36930024143576173
1197,19.0,9.0,0.0,14.0,15.0,80.0,0.0,0.24983795171195808,0.20652902215521352,0.1874923766291621,0.1662510691467711,0.4158094322366442,0.23973627113160825,0.22012658827141185,0.24586911783464904,0.27652857624420063,0.34312097108196804
1198,19.0,9.0,0.0,14.0,14.0,0.0,0.0,0.29664816121645005,0.17161582262640926,0.08089104967678731,0.1645638720436381,0.4593689133313278,0.15750318829945467,0.2983993445179264,0.24137674449152377,0.27251699604229657,0.3030222390786027
1199,19.0,9.0,0.0,14.0,17.0,0.0,0.0,0.3795198768634889,0.3120981229381808,0.44715471735859297,0.4025134581240726,0.6639881664730644,0.5329055782420098,0.4861241354543583,0.3842054430442965,0.3988286371962654,0.4989846742593954
1200,19.0,9.0,0.0,14.0,16.0,0.0,0.0,0.4304949305933528,0.32488079198229536,0.35329436719755153,0.28595906149621203,0.644453047973105,0.46442334765779586,0.4784623020973357,0.4042753760151964,0.47359820798832847,0.5082424924808322
1201,20.0,9.0,1.0,1.0,1.0,74.0,1.0,0.1492072607294875,0.22473330570899916,0.3707442795106752,0.3434132691171464,0.22767263082426256,0.4533784306412325,0.34164176556021336,0.2609202614740058,0.32287812494398493,0.3123510296801422
1202,20.0,9.0,1.0,1.0,0.0,61.0,1.0,0.24171934209879423,0.322468656291116,0.503151594469237,0.510297761761767,0.5322048590143632,0.6210566013294129,0.31589656930761695,0.31807968373245854,0.4413338869827465,0.38646771962630666
1203,20.0,9.0,1.0,1.0,3.0,0.0,1.0,0.3425217387921485,0.44945361672980055,0.6867022007530447,0.6777689507830592,0.666110266007321,0.7370842923938817,0.5355032788479436,0.5446269838322997,0.6222129810944783,0.584960552121894
1204,20.0,9.0,1.0,1.0,2.0,0.0,1.0,0.45730499416700027,0.3246768118706101,0.5714949329142353,0.6199277353374943,0.5597455594080821,0.7175900047530662,0.3900189164834872,0.4349012432037513,0.5156507601390117,0.41755488998978524
1205,20.0,9.0,1.0,1.0,5.0,0.0,1.0,0.5262597615504215,0.5721143765058957,0.9056230996541221,0.6940928394982951,0.8251550556542476,0.8355765783512319,0.7776104808689157,0.8136740160284464,0.9001478503727941,0.7775773441178694
1206,20.0,9.0,1.0,1.0,4.0,0.0,1.0,0.3801640119304496,0.34725484197181894,0.7094747483054002,0.6427229937179921,0.6769313610422463,0.70519509398874,0.3967038903977094,0.4423676927362617,0.5970573221733035,0.4878447480481947
1207,21.0,9.0,2.0,17.0,13.0,0.0,1.0,0.165099445413924,0.1542290461723802,0.23299365919956122,0.2995663186848316,0.2715700009442228,0.43907870766912444,0.14733647855532142,0.2219931425361471,0.28682033889879865,0.33762391098962785
1208,21.0,9.0,2.0,17.0,12.0,1.0,1.0,0.29311947567296665,0.25736868501323773,0.4942229971668367,0.43819846419876946,0.47160593081701624,0.6067343964849508,0.6316409987130216,0.4185295069408981,0.4207464749789818,0.5162628036637423
1209,21.0,9.0,2.0,17.0,15.0,20.0,1.0,0.26388628958262594,0.22074412154180975,0.3737975794851476,0.3769591657792793,0.4045648093658117,0.5335080355049665,0.5195523336556012,0.4394210568509987,0.4716222840666925,0.4292496283026902
1210,21.0,9.0,2.0,17.0,14.0,0.0,1.0,0.19933809867473068,0.23453114194479774,0.38143778025355296,0.3711142932718046,0.41193441329729186,0.5517725362699477,0.3602348950703348,0.39015916806869083,0.4490074494382588,0.4279114401857719
1211,21.0,9.0,2.0,17.0,17.0,94.0,1.0,0.13054557948596873,0.12126675288080788,0.2324296893429901,0.18441798050037866,0.19448158738123106,0.11833988049091985,0.24970264510201168,0.23596764606535456,0.26035476162659293,0.30715759767109163
1212,21.0,9.0,2.0,17.0,16.0,12.0,1.0,0.15315273562434503,0.17600539339324137,0.3436465715405085,0.39689314965683636,0.4600984901218926,0.49999200328337784,0.3023483714656043,0.37382061890075957,0.39355925103497946,0.5315078899069985
1213,22.0,16.0,1.0,0.0,1.0,0.0,0.0,0.3372824904943304,0.15992671715139173,0.24985183885685033,0.2872189022764278,0.23122207817945065,0.45280232554764277,0.332280498219447,0.24274072414166487,0.2628466953929194,0.2581041280365942
1214,22.0,16.0,1.0,0.0,0.0,0.0,0.0,0.3074093377924648,0.2387680132254087,0.3030854055240148,0.30893168895402007,0.337385622780802,0.46111595119578236,0.2871047414760736,0.2717549523622762,0.35932948995495295,0.3429430646772769
1215,22.0,16.0,1.0,0.0,3.0,60.0,0.0,0.28377503753576916,0.3956317231744059,0.4899256400779231,0.5738410781054842,0.5325632656713534,0.6591403808520243,0.5055680478660005,0.49596470176799023,0.5786819507862131,0.5371108178533774
1216,22.0,16.0,1.0,0.0,2.0,91.0,0.0,0.27703478934037695,0.2515061290528453,0.359108302659662,0.47026862822899385,0.43850934396279323,0.6056072863122222,0.35696206624378823,0.394528619795617,0.440884002086439,0.37595262698804427
1217,22.0,16.0,1.0,0.0,5.0,0.0,0.0,0.40463330112886714,0.5181316598008401,0.6717683275866028,0.5640731813584781,0.6156975528160895,0.7190019801691673,0.7020264910618543,0.7715365556534708,0.8570237467577104,0.7348064429320255
1218,22.0,16.0,1.0,0.0,4.0,42.0,0.0,0.36579925988991574,0.3111191368721834,0.5063535166114453,0.5527387222153206,0.5774312775993026,0.665139739634875,0.3740236518899534,0.42949114966229207,0.534273703741974,0.4442399862308396
1219,23.0,16.0,8.0,12.0,13.0,82.0,0.0,0.19861214021039786,0.1797100166309267,0.19908648636829332,0.22408979704351628,0.31069026253785126,0.2903625734082934,0.5613585442969166,0.3221941869220829,0.291009479673623,0.38413799289820916
1220,23.0,16.0,8.0,12.0,12.0,85.0,0.0,0.2805559870890232,0.07942191058970144,0.14934004887752267,0.22865529352499828,0.24070317972512137,0.23441020173866264,0.09484551479268243,0.08660539368657812,0.15515434128057534,0.1637306010628683
1221,23.0,16.0,8.0,12.0,15.0,0.0,0.0,0.19716380473868925,0.11504360357840393,0.16709745952351052,0.31935387950525757,0.41288261608999544,0.389677098274411,0.3355170487175922,0.24494893472597232,0.2786517342929787,0.29337137852480666
1222,23.0,16.0,8.0,12.0,14.0,64.0,0.0,0.1600571851467326,0.1714388790821098,0.19379526159538135,0.1807107340047958,0.21813114293776253,0.19149882431190815,0.3627439341828468,0.2768012566315882,0.30549309356109977,0.2683173215167826
1223,23.0,16.0,8.0,12.0,17.0,0.0,0.0,0.2809462794356735,0.21564855364915728,0.32853157143989364,0.42947588567321476,0.5464141767365465,0.5781729705172726,0.46641595225046417,0.39481979052947536,0.4063085297526853,0.4240299454457819
1224,23.0,16.0,8.0,12.0,16.0,0.0,0.0,0.24167006128867996,0.19098259395628953,0.23849065292409455,0.35707762582087543,0.4199490531421758,0.43906282806814523,0.4313463279905812,0.3103998566038867,0.30904016262134637,0.3621875007293903
1225,24.0,16.0,9.0,8.0,7.0,63.0,0.0,0.2844772684117923,0.4101743923649157,0.526114144945603,0.3204171811071671,0.35922104914130626,0.4538898220921221,0.5333435588975646,0.4513819943466256,0.4906595186262294,0.5005234177013299
1226,24.0,16.0,9.0,8.0,6.0,57.0,0.0,0.4490033355246179,0.29903501826240264,0.46543828371266605,0.3682600478058958,0.4173480487526378,0.4056436101880105,0.5432222225219444,0.2720876442816104,0.308195957218846,0.3614961611664897
1227,24.0,16.0,9.0,8.0,9.0,0.0,0.0,0.5017454322705189,0.25008588420552347,0.47341386720210094,0.41828575000469836,0.347268053320041,0.4962966095458258,0.4208943545764436,0.3758473702119328,0.43563415167943176,0.2989240811936707
1228,24.0,16.0,9.0,8.0,8.0,74.0,0.0,0.28335956866307327,0.2835357877018493,0.39278097102883,0.3756040678543526,0.31816828739945674,0.39611584960048574,0.37649211163512986,0.30765493058790977,0.3378860846131873,0.3729279299540933
1229,24.0,16.0,9.0,8.0,11.0,0.0,0.0,0.40401484641169944,0.2873770534972379,0.49586566323128706,0.4084075795338678,0.3729804200034695,0.5173398697337708,0.4403288047024306,0.33969940925602754,0.3501481457104406,0.34241966138365715
1230,24.0,16.0,9.0,8.0,10.0,0.0,0.0,0.3689658551625982,0.22516299250099656,0.5142570384116971,0.4458367909406119,0.3880455768652243,0.47617430929854226,0.3859419803779404,0.22651283179398327,0.30538753911913336,0.255438182984892
1231,25.0,16.0,7.0,13.0,13.0,43.0,0.0,0.294409692613155,0.30097530450211685,0.2895086671507661,0.36912325006788554,0.37311711272043757,0.4232996774961182,0.47726085362149373,0.3825491731555958,0.47129385837565163,0.5257615187985607
1232,25.0,16.0,7.0,13.0,12.0,22.0,0.0,0.3347595471381682,0.3161493769713403,0.19288006193090187,0.20088037319531044,0.2871221599205975,0.2873554664615713,0.4518243597633563,0.25860505111813953,0.3302065386936682,0.3338347696715742
1233,25.0,16.0,7.0,13.0,15.0,28.0,0.0,0.281402832036975,0.3061897655940714,0.29857992876471007,0.4227532051125153,0.41208043844875175,0.4876496830255205,0.40314561250994946,0.24814870306313278,0.30678265790636394,0.30433342714673656
1234,25.0,16.0,7.0,13.0,14.0,0.0,0.0,0.33652016388377487,0.23591698815474144,0.18866262928015987,0.24102644434415896,0.32863104439823365,0.3371861381214523,0.4432070225568501,0.26256242560347054,0.3322484852822511,0.3485320459602495
1235,25.0,16.0,7.0,13.0,17.0,6.0,0.0,0.29116241173761964,0.2996073557381891,0.34596332647700273,0.4670739765411138,0.5524929540119586,0.4829999195775047,0.4457395864823152,0.42354404215457636,0.476383689476015,0.5578688126701172
1236,25.0,16.0,7.0,13.0,16.0,51.0,0.0,0.30450977325077216,0.24859624973298614,0.19640909874881168,0.30777367792457094,0.3155232284294501,0.42606472013113933,0.3575815654516654,0.3365397689429369,0.3959894579546715,0.4754643756256008
1237,26.0,16.0,6.0,5.0,1.0,0.0,0.0,0.43714067681716917,0.8927065458750547,0.7590323582315454,0.8187939813322698,0.744572022788707,0.8117117578086515,0.8142296759559399,0.8822504955207684,0.9244340659471321,0.9061103703787162
1238,26.0,16.0,6.0,5.0,0.0,0.0,0.0,0.438738744314619,0.9281683677059055,0.6463307134234898,0.762189785118116,0.8357641122878519,0.8047102766801344,0.8105432741856173,0.8052770341882431,0.8974331987795472,0.9140816377163422
1239,26.0,16.0,6.0,5.0,3.0,0.0,0.0,0.4049584041243224,0.7893741392704888,0.605905645917838,0.48681242538851205,0.5612082126521462,0.5276095890251126,0.5978560012819341,0.7490621753630725,0.7729662544648084,0.8043981033575123
1240,26.0,16.0,6.0,5.0,2.0,0.0,0.0,0.2834493111264013,1.0,0.5392510152014701,0.3523496855550014,0.3492808398532283,0.44092233503442374,0.6869521350046379,0.6944590550173744,0.6833100297866554,0.7115679591083829
1241,26.0,16.0,6.0,5.0,5.0,64.0,0.0,0.2963039380497777,0.610708505254019,0.6793230513569838,0.39875757890798685,0.5694274112265894,0.5460557091690352,0.5459050236073976,0.6395529718216313,0.6105799508287111,0.5519354871150264
1242,26.0,16.0,6.0,5.0,4.0,78.0,0.0,0.3654588931920576,0.9342297207114656,0.4549667232453602,0.37152362057116606,0.4695727638937991,0.4259568640599723,0.4682982364894187,0.7800353377878425,0.7396335015786245,0.8263995411893524
1243,27.0,16.0,4.0,3.0,1.0,0.0,0.0,0.3925342002074759,0.28824146206013557,0.346201640724695,0.5688160925603679,0.45685313602736927,0.5278196095541925,0.4596897257628123,0.5274688577115122,0.5555568852142238,0.5292433436595313
1244,27.0,16.0,4.0,3.0,0.0,0.0,0.0,0.31366200655588805,0.4924141722661018,0.5857690646990557,0.5579085333091516,0.6747372096240456,0.6086616905650867,0.4108676978123892,0.4483013164317977,0.5066945884758841,0.4856237130853215
1245,27.0,16.0,4.0,3.0,3.0,89.0,0.0,0.27264441007178836,0.502178265681102,0.46534336330992876,0.46388069414616206,0.5019083456118894,0.5621569984844942,0.5371110446018813,0.6845866654924306,0.6523045886955335,0.6789611211111826
1246,27.0,16.0,4.0,3.0,2.0,36.0,0.0,0.21712626874081017,0.29017083212710243,0.24431415337981988,0.4804174622686484,0.4989620411461547,0.49452213528156497,0.3729276723688454,0.43507837372537395,0.4661676150840673,0.515331085865025
1247,27.0,16.0,4.0,3.0,5.0,51.0,0.0,0.30973898714958503,0.5994757634970345,0.4205176692080301,0.511515976036963,0.5484615481740268,0.5478362165433456,0.6430718885885802,0.7842027811108957,0.7681236887360088,0.6754009183071021
1248,27.0,16.0,4.0,3.0,4.0,58.0,0.0,0.19686232893847944,0.3002118070710112,0.3293828558716162,0.16399865074439157,0.17982445004512507,0.22555777952181455,0.5305267523990576,0.46657835018467786,0.4784982558841679,0.47683472175153035
1249,28.0,16.0,13.0,0.0,1.0,56.0,0.0,0.3322971913871157,0.07237761546329181,0.209028689286431,0.25727109664194486,0.3560093192592902,0.3292573793615615,0.16694184822851918,0.11783310660253397,0.13236013058373217,0.15114474587839358
1250,28.0,16.0,13.0,0.0,0.0,90.0,0.0,0.3541071092986393,0.1094499958818421,0.2136204941660733,0.29103384366082014,0.21150027667923435,0.3575914253797345,0.1918293799173001,0.21174867940426678,0.21329711854528385,0.24652050198421543
1251,28.0,16.0,13.0,0.0,3.0,0.0,0.0,0.287297208327874,0.2676138727779407,0.41709550903487613,0.4795035961683122,0.45842956262722306,0.5813858861992665,0.38071584406951736,0.38750076732718064,0.48144974014250513,0.3792768891310281
1252,28.0,16.0,13.0,0.0,2.0,0.0,0.0,0.353720883735007,0.33360103695602056,0.3769566618042589,0.3991215826114221,0.27520134727416057,0.47236764452187063,0.35732383971866116,0.3812887103734985,0.40012392930194635,0.4609615746082666
1253,28.0,16.0,13.0,0.0,5.0,0.0,0.0,0.35808698754872464,0.48432304579074786,0.6663800748699875,0.6666008150875906,0.6738371786623217,0.8275683646703125,0.545767951366582,0.5385795687033504,0.6973113355626084,0.6037211196369856
1254,28.0,16.0,13.0,0.0,4.0,0.0,0.0,0.3751176198415972,0.2878442910772711,0.5761841305042865,0.5541566250425579,0.6037901898546556,0.6381362789632681,0.4415560594118777,0.5218620796329816,0.5649252510644877,0.5583029457917686
1255,29.0,16.0,8.0,15.0,13.0,0.0,0.0,0.69573003412595,0.18532376424309985,0.41691612487496355,0.39742502867327917,0.4122062204518655,0.529731422446277,0.5562222062013716,0.3642746769467052,0.3977193950226938,0.3348583798455038
1256,29.0,16.0,8.0,15.0,12.0,10.0,0.0,0.7273773120726977,0.1308799661717115,0.40678606710341536,0.49108503011263427,0.3238277227103146,0.524993723573484,0.18962866919586144,0.20678509409343723,0.32182736218145436,0.3087048416620031
1257,29.0,16.0,8.0,15.0,15.0,62.0,0.0,0.6101756790939193,0.13081652120646112,0.3424292234548477,0.32347513171770687,0.31104599298200925,0.39926410855591193,0.17965506481205182,0.1719911616347729,0.23728336823815188,0.18433287734851797
1258,29.0,16.0,8.0,15.0,14.0,0.0,0.0,0.6610233998379259,0.17934885209382956,0.39423930831802445,0.402309707336344,0.364707765793224,0.4804729002087741,0.29801142820640125,0.3357642258416638,0.398028284959456,0.2833312792741257
1259,29.0,16.0,8.0,15.0,17.0,88.0,0.0,0.5767604596451019,0.1930996968080619,0.38498298839541334,0.2882447765382976,0.34493480745540744,0.3922464063296203,0.32029971116606787,0.37326345384988024,0.3823503307436441,0.39036483232407804
1260,29.0,16.0,8.0,15.0,16.0,19.0,0.0,0.6841009989591557,0.12786926034155446,0.33228449395580556,0.3646673426637638,0.3940047480132894,0.44578342808256777,0.21796193147634327,0.2547729367699391,0.25302225661946914,0.2734470426316363
1261,0.0,16.0,12.0,15.0,13.0,0.0,0.0,0.6726929193503572,0.10609938666499695,0.27515465145740814,0.33921008754448817,0.2709844593007042,0.4368841354305714,0.20558279341698127,0.2094208310842173,0.26633582201966405,0.27101574154711894
1262,0.0,16.0,12.0,15.0,12.0,0.0,0.0,0.7334523721646754,0.2101629441345238,0.5402019214734695,0.4230189848698951,0.4941699046554575,0.5173744178262237,0.5402381617094053,0.3689511217406009,0.4161605845138593,0.44621113386920985
1263,0.0,16.0,12.0,15.0,15.0,56.0,0.0,0.658249548415928,0.059843120106190244,0.2538934134258344,0.3214129309246147,0.3189970899273388,0.4540625056382544,0.2237113920220412,0.20414985466030217,0.25879387020194267,0.2592772902416781
1264,0.0,16.0,12.0,15.0,14.0,0.0,0.0,0.7357175000339258,0.17036194363661622,0.4015419377651664,0.3967914111922649,0.48825670947143285,0.48703311056169335,0.37331517727664637,0.31267819793825796,0.40146356041013936,0.39018894299880524
1265,0.0,16.0,12.0,15.0,17.0,29.0,0.0,0.7117609649514608,0.17450566780752483,0.41738116189503516,0.41304427924762055,0.474281869165856,0.5551325801545626,0.34554733331448667,0.3944113454586888,0.4197529642502601,0.4833002681188409
1266,0.0,16.0,12.0,15.0,16.0,88.0,0.0,0.6844027484974377,0.15955599038545393,0.3971782741950921,0.3524051419185969,0.27538463354274584,0.4467967629063449,0.299220431550632,0.2805119917922891,0.35824157346079033,0.285039169232992
1267,1.0,16.0,12.0,2.0,1.0,27.0,0.0,0.938218142845138,0.15181961836901411,0.31345823580299104,0.41457387073470814,0.43380092489915484,0.496392513229159,0.33439283194087277,0.2746041664606467,0.3437883115894507,0.3122213314735477
1268,1.0,16.0,12.0,2.0,0.0,48.0,0.0,0.8931484170816861,0.17469661620910865,0.3576506949038788,0.4519849161886037,0.4511717420471189,0.5831632062701544,0.5062994488868436,0.2776165048329329,0.3179644991875146,0.29768055173230956
1269,1.0,16.0,12.0,2.0,3.0,0.0,0.0,0.9304189181606,0.31883924040636996,0.5298416553810212,0.42119148088471065,0.3418857775894212,0.5332187308032557,0.5189031011785702,0.6626328300102391,0.7276369630892635,0.6771119779621971
1270,1.0,16.0,12.0,2.0,2.0,94.0,0.0,0.9029474121472719,0.19955955358501948,0.24521703203557513,0.4334634036096684,0.3800773247094319,0.4880377941333241,0.5035606220942304,0.22781115871286564,0.28182002962530656,0.21496191134526776
1271,1.0,16.0,12.0,2.0,5.0,0.0,0.0,0.8010222340018369,0.31606636328556426,0.3315724693463739,0.4108639084748175,0.20894970860845716,0.460255606936278,0.4649106260238372,0.45892277899130013,0.4762531783636612,0.4008628086027054
1272,1.0,16.0,12.0,2.0,4.0,0.0,0.0,0.8461314845066592,0.27801250046693876,0.32592401637972734,0.3550292548863589,0.3153870846792168,0.458287560905242,0.3489280621177735,0.47475461545355585,0.540664094441973,0.32841571292188043
1273,2.0,16.0,1.0,15.0,13.0,67.0,0.0,0.7430585017594801,0.22220407502526865,0.432540136648498,0.3938961325816052,0.31908252287544386,0.45712186159465,0.5350291173557034,0.33665420720128864,0.4017209005031505,0.3785095921203196
1274,2.0,16.0,1.0,15.0,12.0,91.0,0.0,0.7330126622227187,0.15039065750779324,0.4205743296363079,0.38049983779013646,0.4067602645800075,0.5030520991494966,0.37922128914039516,0.197806143953751,0.25047353108579595,0.293701257455954
1275,2.0,16.0,1.0,15.0,15.0,0.0,0.0,0.7316389500668932,0.2116253093305664,0.3845613991429482,0.38518829677657834,0.30893645106181145,0.47632291732060933,0.4119089980385252,0.19382023453747882,0.2665773596308111,0.30013124559466253
1276,2.0,16.0,1.0,15.0,14.0,7.0,0.0,0.8037300277346937,0.13483466708002856,0.4967568288228275,0.4525504798110823,0.4286887408020624,0.5766506347201726,0.4247363043548295,0.3314229358774451,0.35069391945301115,0.3539220279509
1277,2.0,16.0,1.0,15.0,17.0,0.0,0.0,0.6805481543820462,0.41366194031469367,0.5052702405549285,0.3288638927507704,0.37472990836647263,0.3771033001055054,0.5449448073152556,0.44676187307814474,0.4450303892210095,0.3877003856742294
1278,2.0,16.0,1.0,15.0,16.0,0.0,0.0,0.7074751196212119,0.36565515121683834,0.5065080966353737,0.481413440301584,0.4556139808652155,0.4960330878521565,0.4642144561219158,0.47774160326382886,0.44627561456376164,0.4938027972338695
1279,3.0,16.0,8.0,0.0,1.0,13.0,0.0,0.40036079766542537,0.1379340350806972,0.327666790640062,0.35898915874875886,0.37381141839829074,0.4699267961778085,0.23536096167714937,0.20138937996791872,0.24685261482874726,0.2135541916192598
1280,3.0,16.0,8.0,0.0,0.0,62.0,0.0,0.36309191836113575,0.10568180074666515,0.24066583784916204,0.35239952781759093,0.2591833214024563,0.4269491399147089,0.11464706794178696,0.16842760402546525,0.2038178796183808,0.17757084912214255
1281,3.0,16.0,8.0,0.0,3.0,0.0,0.0,0.4039068766788296,0.43695946467004226,0.5086404417373441,0.6291264626573108,0.5901377302640969,0.7886240701397991,0.5428387942510462,0.6136061864824908,0.7005350418628968,0.5722957715013246
1282,3.0,16.0,8.0,0.0,2.0,82.0,0.0,0.32536592450484186,0.20581138957394543,0.41733187786013826,0.5193339083678986,0.4568446956638216,0.6148796072968986,0.2780584223863055,0.4172723777950223,0.47293844158532033,0.42708564787193365
1283,3.0,16.0,8.0,0.0,5.0,0.0,0.0,0.27997901224555205,0.332985077099992,0.42530543486787514,0.5166729614203658,0.428742951267125,0.6194706902122636,0.7663214130771696,0.5055454230014307,0.6042395757509228,0.6004760998997195
1284,3.0,16.0,8.0,0.0,4.0,0.0,0.0,0.33507173433763493,0.47393017236335305,0.7869551684898957,0.753085539010351,0.8562659612078146,0.8600420917566601,0.700094165169909,0.6306687815354368,0.7124684727062371,0.6483213389626754
