,trial,listener,imitator,imitated_sound,rated_sound,rating,duplicate_flag,Heuristic,CAEB,CAE,CAESL,CAEDL,CAESDL
1,0.0,12.0,6.0,14.0,13.0,0.0,0.0,0.23158806950408742,0.23915317579184645,0.2758479878194837,0.2846159620631552,0.2784930315614731,0.30208784249680143
2,0.0,12.0,6.0,14.0,12.0,0.0,0.0,0.20737782154223686,0.15907513058857867,0.19319179226313635,0.204267252461497,0.22200757471389101,0.19805845284397813
3,0.0,12.0,6.0,14.0,15.0,41.0,0.0,0.2590464107379324,0.3731857986643985,0.4102601450183974,0.40978424860733675,0.45495598973332685,0.4436466154663594
4,0.0,12.0,6.0,14.0,14.0,40.0,0.0,0.3147483899884667,0.13258002079911127,0.1772379016488598,0.19032108879856488,0.1904836104062489,0.191308822515887
5,0.0,12.0,6.0,14.0,17.0,0.0,0.0,0.2480043539742692,0.4494540080842656,0.49674867425049435,0.4858356136656628,0.523698689096053,0.5124746279691347
6,0.0,12.0,6.0,14.0,16.0,55.0,0.0,0.22757932177311183,0.4383491397206941,0.47823975392830076,0.4885702521217299,0.46562827853529093,0.5341095677906605
7,1.0,12.0,5.0,4.0,1.0,0.0,0.0,0.6414589496973233,0.6048328391864736,0.7220320183521542,0.6297471287759561,0.7056120324292567,0.7035954170434755
8,1.0,12.0,5.0,4.0,0.0,0.0,0.0,0.3962206651593851,0.6081289351744001,0.6774235202872508,0.6189551906935031,0.6529503259858341,0.6582598311717378
9,1.0,12.0,5.0,4.0,3.0,28.0,0.0,0.15172577528972764,0.5307403273593091,0.5210576733930424,0.4329789539992786,0.47010574798946797,0.46209226503957795
10,1.0,12.0,5.0,4.0,2.0,19.0,0.0,0.12853484872277066,0.32800636211987444,0.23600320755577908,0.23040723224265053,0.2568625112552244,0.25526056705308325
11,1.0,12.0,5.0,4.0,5.0,63.0,0.0,0.14239690060060584,0.3450434649214456,0.26592528502120133,0.2889147753558161,0.29696087356197814,0.2806586253457585
12,1.0,12.0,5.0,4.0,4.0,47.0,0.0,0.13253058566557233,0.3446115688262257,0.23048105445105305,0.25802961208159503,0.2559149181248388,0.34020796597562786
13,2.0,12.0,6.0,10.0,7.0,60.0,0.0,0.16187298203002828,0.2647228222015161,0.373232537016592,0.3548491358467529,0.31632479604482006,0.4118928713914856
14,2.0,12.0,6.0,10.0,6.0,46.0,0.0,0.2090244274648476,0.16947715834783247,0.2733770683780616,0.24571358737952084,0.27091662399075794,0.3344790112234507
15,2.0,12.0,6.0,10.0,9.0,22.0,0.0,0.34322591058371554,0.18988475151166517,0.23855532925501025,0.23346797624820662,0.2331079926933832,0.3077749649312803
16,2.0,12.0,6.0,10.0,8.0,33.0,0.0,0.15232006506714874,0.22350095541725118,0.31121909640023265,0.28534908397074266,0.301268148862217,0.32592651635203157
17,2.0,12.0,6.0,10.0,11.0,61.0,0.0,0.28827450398533694,0.14536108637936737,0.21118774873255497,0.23254849596990843,0.21138080871717932,0.2820576996738257
18,2.0,12.0,6.0,10.0,10.0,16.0,0.0,0.187058074590884,0.13024368475566814,0.2642904957718608,0.24061171379211885,0.2303660492075087,0.2996172390039066
19,3.0,12.0,0.0,10.0,7.0,0.0,0.0,0.3201363498146064,0.12117132871137819,0.15806209280039538,0.167129515298574,0.18189562166037865,0.2617644089604636
20,3.0,12.0,0.0,10.0,6.0,0.0,0.0,0.26177826004031596,0.09234227259585326,0.12553652621513778,0.10625229633827725,0.13894157081851036,0.21584872943992225
21,3.0,12.0,0.0,10.0,9.0,21.0,0.0,0.3168359294155251,0.13458301598847833,0.16898355229177334,0.15825576383944984,0.17785239515430806,0.285407629790772
22,3.0,12.0,0.0,10.0,8.0,20.0,0.0,0.18998347021493261,0.1378092333438882,0.1860708781388194,0.20456104552575377,0.1768812557453436,0.22060984076066606
23,3.0,12.0,0.0,10.0,11.0,61.0,0.0,0.9486491159575591,0.12778778043889746,0.1572696937313,0.1423855169566192,0.16994650492053193,0.2627893478525394
24,3.0,12.0,0.0,10.0,10.0,47.0,0.0,0.17379905783100486,0.13167201059663317,0.20733938771122368,0.2003850023975713,0.21408445851841776,0.23324880661301106
25,4.0,12.0,13.0,11.0,7.0,9.0,0.0,0.23345109132619105,0.1924642289384854,0.2587742030815857,0.29319678442821595,0.3139593864699035,0.2853510996317202
26,4.0,12.0,13.0,11.0,6.0,27.0,0.0,0.3838826064043083,0.2736575305243958,0.31511924661442026,0.3330027855371001,0.333760237002795,0.3735609953585442
27,4.0,12.0,13.0,11.0,9.0,15.0,0.0,0.4956780519288889,0.18770536221762213,0.23588950663601477,0.2444006118766505,0.23278433463607595,0.37991121655870114
28,4.0,12.0,13.0,11.0,8.0,44.0,0.0,0.39948032038269377,0.33345231379112,0.41991002776515635,0.3888572057819434,0.4359830180934149,0.46090988965454277
29,4.0,12.0,13.0,11.0,11.0,0.0,0.0,0.24827104851649856,0.18547138848233022,0.232916944597007,0.2601500973257023,0.26601676734628527,0.2928676793385142
30,4.0,12.0,13.0,11.0,10.0,0.0,0.0,0.29094041188651865,0.1644834071291796,0.18542849680025256,0.20272173938108004,0.23095660639797003,0.2670175682072878
31,5.0,12.0,3.0,6.0,7.0,41.0,0.0,0.07464945359970489,0.2038878361588665,0.22150667326392465,0.26068169818568526,0.21474606763722223,0.27421131359743
32,5.0,12.0,3.0,6.0,6.0,59.0,0.0,0.10669469762292133,0.24812493297460764,0.2972182998944337,0.2909178470506439,0.2930447143417119,0.31134460893307475
33,5.0,12.0,3.0,6.0,9.0,0.0,0.0,0.1291226565394054,0.15563276741584417,0.2272272813125579,0.24216128753244465,0.18969352948677745,0.1887967400187878
34,5.0,12.0,3.0,6.0,8.0,11.0,0.0,0.0747603159890448,0.2182403469302704,0.29185677542215877,0.3484507021901547,0.30169743469904364,0.3571155712464434
